ages Centile1 Centile2 Centile3 Centile4 Centile5 Centile6 Centile7 Centile8 Centile9 Centile10 Centile11 Centile12 Centile13 Centile14 Centile15 Centile16 Centile17 Centile18 Centile19 Centile20 Centile21 Centile22 Centile23 Centile24 Centile25 Centile26 Centile27 Centile28 Centile29 Centile30 Centile31 Centile32 Centile33 Centile34 Centile35 Centile36 Centile37 Centile38 Centile39 Centile40 Centile41 Centile42 Centile43 Centile44 Centile45 Centile46 Centile47 Centile48 Centile49 Centile50 Centile51 Centile52 Centile53 Centile54 Centile55 Centile56 Centile57 Centile58 Centile59 Centile60 Centile61 Centile62 Centile63 Centile64 Centile65 Centile66 Centile67 Centile68 Centile69 Centile70 Centile71 Centile72 Centile73 Centile74 Centile75 Centile76 Centile77 Centile78 Centile79 Centile80 Centile81 Centile82 Centile83 Centile84 Centile85 Centile86 Centile87 Centile88 Centile89 Centile90 Centile91 Centile92 Centile93 Centile94 Centile95 Centile96 Centile97 Centile98 Centile99
75 76.45550039091978 76.3084743692777 76.1839582804763 76.05723693731598 76.00020972351601 75.95967504234267 75.88683473734191 75.8430395577785 75.81465033401567 75.81280287279498 75.7837348615639 75.72000391857664 75.72262415582233 75.70017526041079 75.6507442227108 75.6149040389317 75.61152381088809 75.62753274149216 75.6527746506217 75.61216286788363 75.5618015892242 75.54435845527675 75.5466664035247 75.53803699271865 75.50484134774955 75.50432669976891 75.4492403032453 75.42838023217061 75.41726454764535 75.38416083695235 75.40623315480275 75.38705549992864 75.41108250244403 75.41420334555701 75.3439188489263 75.28967110812475 75.26475899896641 75.27590200680301 75.23658411359374 75.24682884545257 75.23971080353897 75.21987589705915 75.25049032451093 75.21841663679942 75.14563125848396 75.15878336210028 75.17992310936225 75.1226168207058 75.12477898019135 75.10165080358692 75.05803837912403 75.07291330155391 75.0643457056434 75.06078885444154 75.05713368498486 75.01916217470955 74.99078573379452 74.99619387055807 74.97458272247243 74.9241862941416 74.96142188112793 74.9981335882897 74.95190638383298 74.94082156828325 74.95729830124117 74.95544286729735 74.95946783794103 74.93922341584086 74.88457723685151 74.8662469999268 74.87415395147434 74.90306972898273 74.92277378220342 74.92577490494548 74.91399647319642 74.86080173263429 74.8608627843919 74.86949638486172 74.81294492697641 74.79325923841901 74.77461091377884 74.72913320013882 74.72770351433616 74.73409818066672 74.71507504514818 74.70255236437728 74.70313034406864 74.6966611901771 74.70589844910683 74.6515414918278 74.59813963145045 74.59243812081105 74.58683585187484 74.58407225744625 74.57324757696145 74.53151912397057 74.50812110608484 74.45964770136733 74.35147729028884
76 77.51372040655656 77.36081334404882 77.23131661169535 77.09952641480862 77.04021811245666 76.99806204403637 76.92230812683559 76.87676114008964 76.8472363473763 76.84531498770677 76.81508425602647 76.7488040753197 76.75152912205523 76.72818227082723 76.67677399161923 76.63950020048895 76.6359847633236 76.65263405115185 76.67888563664657 76.63664938259897 76.58427365279317 76.56613279348782 76.56853305966568 76.5595584724274 76.52503500165953 76.52449976775966 76.46720991537512 76.44551544145745 76.43395512955117 76.39952727043044 76.42248248099486 76.40253771992579 76.4275258025418 76.4307714793793 76.35767560288335 76.30125795244975 76.27534935892507 76.28693808707513 76.24604747813748 76.25670199927066 76.24929923568052 76.22867093294151 76.26050993749138 76.22715330227139 76.15145650882332 76.16513469658429 76.18712003373673 76.12752149353403 76.129770139399 76.10571683573039 76.060359914289 76.07582983361607 76.06691953386914 76.0632204086192 76.05941903238426 76.01992866169792 75.9904171631463 75.99604162538039 75.97356603137133 75.92115374590728 75.95987875637304 75.99805893182128 75.9499826391863 75.93845443101458 75.95559023329082 75.95366058198925 75.95784655145869 75.93679235247448 75.87996032632557 75.86089687992387 75.86912010953331 75.89919251814204 75.91968473349155 75.9228059011433 75.91055633212429 75.85523380193965 75.85529729576757 75.86427624025619 75.80546272405547 75.78498960795577 75.76559535033 75.71829852814437 75.7168116549096 75.7234621078934 75.70367804695411 75.69065445895237 75.6912555578314 75.68452763778419 75.6941343870711 75.63760315150091 75.58206521670847 75.57613564564349 75.57030928594983 75.5674351477441 75.5561774800399 75.51277988892939 75.48844595032824 75.43803360942202 75.3255363819004
77 78.57194042219336 78.41315231881993 78.27867494291439 78.14181589230125 78.0802265013973 78.03644904573008 77.95778151632928 77.91048272240079 77.87982236073691 77.87782710261857 77.84643365048902 77.77760423206277 77.78043408828812 77.75618928124366 77.70280376052766 77.66409636204622 77.66044571575912 77.67773536081154 77.70499662267144 77.66113589731432 77.60674571636214 77.5879071316989 77.59039971580667 77.58107995213615 77.5452286555695 77.54467283575042 77.48517952750493 77.46265065074427 77.45064571145699 77.41489370390853 77.43873180718697 77.41801993992293 77.44396910263956 77.44733961320158 77.3714323568404 77.31284479677474 77.28593971888374 77.29797416734725 77.25551084268125 77.26657515308877 77.25888766782208 77.23746596882388 77.2705295504718 77.23588996774336 77.15728175916267 77.17148603106831 77.19431695811122 77.13242616636227 77.13476129860666 77.10978286787388 77.06268144945395 77.07874636567823 77.06949336209487 77.06565196279686 77.06170437978366 77.02069514868631 76.99004859249808 76.99588938020271 76.97254934027023 76.91812119767293 76.95833563161817 76.99798427535288 76.94805889453963 76.93608729374591 76.95388216534047 76.95187829668114 76.95622526497633 76.93436128910812 76.87534341579963 76.85554675992094 76.86408626759228 76.89531530730136 76.91659568477968 76.91983689734113 76.90711619105214 76.84966587124502 76.84973180714326 76.85905609565066 76.79798052113452 76.77671997749253 76.75657978688116 76.70746385614993 76.70591979548306 76.71282603512006 76.69228104876004 76.67875655352746 76.67938077159414 76.67239408539126 76.68237032503538 76.62366481117402 76.56599080196648 76.55983317047594 76.55378272002483 76.55079803804195 76.53910738311836 76.4940406538882 76.46877079457164 76.41641951747671 76.29959547351196
78 79.63016043783014 79.46549129359103 79.32603327413345 79.1841053697939 79.12023489033794 79.07483604742379 78.99325490582294 78.94420430471192 78.91240837409754 78.91033921753036 78.87778304495157 78.80640438880583 78.80933905452102 78.7841962916601 78.72883352943609 78.68869252360349 78.68490666819466 78.70283667047123 78.7311076086963 78.68562241202966 78.62921777993111 78.60968146990997 78.61226637194765 78.60260143184489 78.56542230947949 78.56484590374117 78.50314913963474 78.47978586003109 78.46733629336279 78.43026013738663 78.45498113337908 78.43350215992007 78.46041240273732 78.46390774702387 78.38518911079746 78.32443164109972 78.2965300788424 78.30901024761937 78.26497420722498 78.27644830690687 78.26847609996364 78.24626100470624 78.28054916345225 78.24462663321535 78.16310700950203 78.17783736555232 78.20151388248571 78.1373308391905 78.13975245781431 78.11384890001736 78.06500298461891 78.08166289774039 78.07206719032061 78.06808351697453 78.06398972718306 78.02146163567468 77.98968002184986 77.99573713502504 77.97153264916913 77.9150886494386 77.95679250686328 77.99790961888446 77.94613514989294 77.93372015647725 77.95217409739011 77.95009601137303 77.95460397849396 77.93193022574175 77.8707265052737 77.85019663991801 77.85905242565126 77.89143809646066 77.91350663606782 77.91686789353894 77.90367604997999 77.8440979405504 77.84416631851893 77.85383595104513 77.79049831821358 77.76845034702929 77.7475642234323 77.69662918415548 77.6950279360565 77.70218996234672 77.68088405056596 77.66685864810255 77.66750598535688 77.66026053299835 77.67060626299964 77.60972647084714 77.5499163872245 77.54353069530838 77.53725615409982 77.5341609283398 77.52203728619682 77.47530141884704 77.44909563881504 77.39480542553142 77.27365456512351
79 80.68838045346695 80.51783026836215 80.37339160535251 80.22639484728653 80.16024327927857 80.1132230491175 80.02872829531663 79.97792588702306 79.94499438745817 79.94285133244216 79.90913243941412 79.83520454554889 79.8382440207539 79.81220330207653 79.75486329834453 79.71328868516076 79.70936762063018 79.72793798013092 79.75721859472117 79.71010892674501 79.65168984350008 79.63145580812105 79.63413302808864 79.62412291155363 79.58561596338947 79.58501897173194 79.52111875176456 79.4969210693179 79.48402687526861 79.44562657086472 79.47123045957119 79.44898437991722 79.47685570283507 79.48047588084614 79.3989458647545 79.33601848542472 79.30712043880105 79.32004632789149 79.27443757176874 79.28632146072498 79.2780645321052 79.25505604058861 79.29056877643268 79.25336329868732 79.1689322598414 79.18418870003633 79.2087108068602 79.14223551201873 79.14474361702196 79.11791493216083 79.06732451978388 79.08457942980255 79.07464101854634 79.07051507115219 79.06627507458245 79.02222812266307 78.98931145120164 78.99558488984735 78.97051595806803 78.91205610120426 78.9552493821084 78.99783496241605 78.94421140524626 78.93135301920857 78.95046602943977 78.94831372606492 78.9529826920116 78.9294991623754 78.86610959474775 78.84484651991508 78.85401858371023 78.88756088561998 78.91041758735597 78.91389888973676 78.90023590890786 78.83853000985576 78.8386008298946 78.8486158064396 78.78301611529264 78.76018071656605 78.73854865998346 78.68579451216104 78.68413607662994 78.6915538895734 78.66948705237189 78.65496074267764 78.65563119911963 78.64812698060544 78.65884220096392 78.59578813052025 78.53384197248252 78.52722822014081 78.52072958817482 78.51752381863764 78.50496718927528 78.45656218380586 78.42942048305842 78.3731913335861 78.24771365673507
80 81.74660046910373 81.57016924313325 81.42074993657155 81.26868432477917 81.20025166821922 81.1516100508112 81.0642016848103 81.0116474693342 80.9775804008188 80.97536344735397 80.94048183387667 80.86400470229196 80.8671489869868 80.84021031249296 80.78089306725296 80.73788484671803 80.7338285730657 80.75303928979059 80.78332958074604 80.73459544146036 80.67416190706905 80.6532301463321 80.65599968422964 80.64564439126238 80.60580961729946 80.6051920397227 80.53908836389436 80.51405627860473 80.50071745717443 80.46099300434281 80.4874797857633 80.46446659991436 80.49329900293283 80.49704401466843 80.41270261871155 80.34760532974971 80.3177107987597 80.33108240816361 80.28390093631249 80.29619461454308 80.28765296424676 80.26385107647098 80.30058838941312 80.26209996415929 80.17475751018075 80.19054003452034 80.2159077312347 80.14714018484696 80.14973477622962 80.1219809643043 80.06964605494883 80.0874959618647 80.07721484677208 80.07294662532985 80.06856042198184 80.02299460965145 79.98894288055342 79.99543264466968 79.96949926696692 79.90902355296993 79.95370625735352 79.99776030594764 79.94228766059959 79.92898588193991 79.9487579614894 79.94653144075681 79.95136140552924 79.92706809900902 79.86149268422182 79.83949639991215 79.84898474176921 79.88368367477928 79.9073285386441 79.91092988593458 79.89679576783571 79.83296207916113 79.83303534127027 79.84339566183407 79.7755339123717 79.75191108610281 79.72953309653462 79.6749598401666 79.67324421720339 79.68091781680006 79.65809005417782 79.64306283725273 79.64375641288237 79.63599342821252 79.6470781389282 79.58184979019336 79.51776755774054 79.51092574497326 79.50420302224981 79.5008867089355 79.48789709235373 79.43782294876468 79.40974532730182 79.3515772416408 79.22177274834662
81 82.80482048474053 82.62250821790437 82.4681082677906 82.3109738022718 82.24026005715986 82.1899970525049 82.09967507430397 82.04536905164534 82.01016641417942 82.00787556226577 81.97183122833924 81.89280485903502 81.89605395321969 81.86821732290939 81.80692283616139 81.7624810082753 81.75828952550123 81.77814059945028 81.80944056677092 81.75908195617569 81.696633970638 81.67500448454318 81.67786634037063 81.66716587097113 81.62600327120944 81.62536510771345 81.55705797602418 81.53119148789156 81.51740803908024 81.4763594378209 81.50372911195541 81.47994881991151 81.50974230303059 81.51361214849071 81.4264593726686 81.35919217407469 81.32830115871836 81.34211848843573 81.29336430085624 81.30606776836117 81.29724139638832 81.27264611235334 81.31060800239356 81.27083662963128 81.18058276052011 81.19689136900436 81.22310465560918 81.1520448576752 81.15472593543727 81.12604699644778 81.0719675901138 81.09041249392686 81.07978867499781 81.07537817950751 81.07084576938124 81.02376109663983 80.98857430990522 80.995280399492 80.96848257586583 80.9059910047356 80.95216313259863 80.99768564947922 80.9403639159529 80.92661874467123 80.94704989353906 80.94474915544872 80.94974011904688 80.92463703564266 80.85687577369588 80.83414627990922 80.84395089982819 80.87980646393859 80.90423948993224 80.9079608821324 80.89335562676357 80.82739414846651 80.82746985264595 80.83817551722854 80.76805170945076 80.74364145563956 80.72051753308577 80.66412516817215 80.66235235777684 80.67028174402674 80.64669305598375 80.63116493182783 80.63188162664511 80.6238598758196 80.63531407689246 80.56791144986647 80.50169314299856 80.4946232698057 80.4876764563248 80.48424959923335 80.47082699543219 80.4190837137235 80.3900701715452 80.32996314969549 80.19583183995817
82 83.86304050037731 83.67484719267546 83.51546659900966 83.35326327976445 83.28026844610051 83.22838405419861 83.13514846379765 83.07909063395648 83.04275242754005 83.04038767717756 83.00318062280179 82.92160501577808 82.92495891945259 82.89622433332582 82.83295260506982 82.78707716983257 82.78275047793674 82.80324190910997 82.83555155279578 82.78356847089104 82.71910603420699 82.69677882275425 82.69973299651161 82.68868735067987 82.64619692511943 82.6455381757042 82.575027588154 82.54832669717838 82.53409862098604 82.491725871299 82.51997843814752 82.49543103990865 82.52618560312835 82.53018028231298 82.44021612662566 82.37077901839969 82.33889151867702 82.35315456870785 82.30282766539999 82.3159409221793 82.30682982852989 82.2814411482357 82.320627615374 82.27957329510326 82.18640801085947 82.20324270348837 82.23030157998366 82.15694953050343 82.15971709464492 82.13011302859127 82.07428912527877 82.09332902598902 82.08236250322355 82.07780973368517 82.07313111678063 82.02452758362821 81.988205739257 81.99512815431433 81.96746588476472 81.90295845650125 81.95062000784375 81.99761099301081 81.93844017130621 81.92425160740257 81.9453418255887 81.94296687014061 81.94811883256453 81.92220597227629 81.85225886316994 81.82879615990629 81.83891705788716 81.8759292530979 81.90115044122037 81.90499187833022 81.88991548569142 81.82182621777187 81.82190436402163 81.832955372623 81.7605695065298 81.73537182517633 81.71150196963693 81.6532904961777 81.65146049835027 81.6596456712534 81.63529605778967 81.61926702640292 81.62000684040787 81.6117263234267 81.62355001485673 81.55397310953958 81.48561872825658 81.47832079463814 81.4711498903998 81.4676124895312 81.45375689851065 81.40034447868233 81.3703950157886 81.30834905775018 81.16989093156973
83 84.9212605160141 84.72718616744658 84.56282493022871 84.3955527572571 84.32027683504114 84.26677105589232 84.17062185329132 84.11281221626763 84.07533844090068 84.07289979208936 84.03453001726436 83.95040517252116 83.95386388568548 83.92423134374225 83.85898237397825 83.81167333138984 83.80721143037226 83.82834321876965 83.86166253882064 83.80805498560639 83.74157809777594 83.71855316096531 83.7215996526526 83.71020883038861 83.66639057902941 83.66571124369497 83.5929972002838 83.5654619064652 83.55078920289188 83.5070923047771 83.53622776433963 83.5109132599058 83.54262890322612 83.54674841613527 83.45397288058271 83.38236586272467 83.34948187863569 83.36419064897996 83.31229102994374 83.32581407599739 83.31641826067144 83.29023618411807 83.33064722835444 83.28830996057522 83.19223326119882 83.20959403797238 83.23749850435816 83.16185420333164 83.16470825385258 83.13417906073474 83.07661066044372 83.09624555805118 83.08493633144928 83.08024128786283 83.07541646418002 83.0252940706166 82.98783716860878 82.99497590913666 82.96644919366362 82.89992590826692 82.94907688308886 82.9975363365424 82.93651642665954 82.9218844701339 82.94363375763835 82.94118458483251 82.94649754608217 82.91977490890993 82.847641952644 82.82344603990336 82.83388321594613 82.87205204225721 82.89806139250851 82.90202287452803 82.88647534461927 82.81625828707725 82.8163388753973 82.82773522801747 82.75308730360886 82.7271021947131 82.70248640618809 82.64245582418326 82.64056863892372 82.64900959848006 82.6238990595956 82.607369120978 82.60813205417061 82.59959277103377 82.61178595282101 82.5400347692127 82.4695443135146 82.46201831947059 82.4546233244748 82.45097537982905 82.4366868015891 82.38160524364115 82.350719860032 82.28673496580487 82.14395002318128
84 85.97948053165089 85.7795251422177 85.61018326144776 85.43784223474972 85.36028522398178 85.30515805758603 85.20609524278501 85.14653379857876 85.10792445426131 85.10541190700116 85.06587941172691 84.97920532926422 84.98276885191838 84.95223835415868 84.8850121428867 84.83626949294711 84.8316723828078 84.85344452842935 84.88777352484551 84.83254150032172 84.76405016134491 84.74032749917639 84.74346630879359 84.73173031009736 84.68658423293938 84.68588431168573 84.61096681241361 84.58259711575204 84.56747978479768 84.52245873825518 84.55247709053174 84.52639547990294 84.55907220332388 84.56331654995755 84.46772963453975 84.39395270704966 84.36007223859434 84.37522672925209 84.32175439448748 84.33568722981549 84.326006692813 84.29903122000044 84.34066684133487 84.2970466260472 84.19805851153819 84.21594537245639 84.24469542873265 84.16675887615989 84.16969941306024 84.13824509287821 84.07893219560867 84.09916209011332 84.08751015967502 84.0826728420405 84.07770181157942 84.02606055760498 83.98746859796056 83.99482366395897 83.96543250256252 83.89689336003258 83.94753375833398 83.99746168007398 83.93459268201286 83.91951733286523 83.94192568968799 83.9394022995244 83.94487625959981 83.91734384554357 83.84302504211806 83.81809591990043 83.8288493740051 83.86817483141652 83.89497234379664 83.89905387072585 83.88303520354714 83.81069035638262 83.81077338677298 83.82251508341194 83.74560510068792 83.71883256424985 83.69347084273923 83.6316211521888 83.62967677949717 83.63837352570674 83.61250206140153 83.59547121555309 83.59625726793335 83.58745921864084 83.60002189078529 83.52609642888581 83.45346989877261 83.44571584430302 83.43809675854979 83.4343382701269 83.41961670466756 83.36286600859997 83.3310447042754 83.26512087385956 83.11800911479284
85 87.03770054728768 86.83186411698878 86.65754159266682 86.48013171224237 86.40029361292243 86.34354505927973 86.24156863227867 86.1802553808899 86.14051046762194 86.13792402191297 86.09722880618946 86.00800548600728 86.01167381815128 85.98024536457511 85.91104191179511 85.86086565450438 85.85613333524331 85.87854583808902 85.91388451087039 85.85702801503707 85.78652222491388 85.76210183738746 85.76533296493457 85.75325178980611 85.70677788684937 85.70605737967648 85.62893642454343 85.59973232503886 85.58417036670349 85.53782517173329 85.56872641672385 85.54187769990008 85.57551550342163 85.57988468377982 85.48148638849682 85.40553955137466 85.370662598553 85.3862628095242 85.33121775903123 85.3455603836336 85.33559512495455 85.30782625588282 85.35068645431531 85.30578329151919 85.20388376187753 85.2222967069404 85.25189235310714 85.1716635489881 85.17469057226789 85.14231112502169 85.08125373077365 85.10207862217548 85.09008398790075 85.08510439621816 85.07998715897881 85.02682704459336 84.98710002731234 84.9946714187813 84.96441581146141 84.89386081179825 84.9459906335791 84.99738702360557 84.93266893736617 84.91715019559655 84.94021762173765 84.9376200142163 84.94325497311746 84.9149127821772 84.83840813159212 84.81274579989751 84.82381553206407 84.86429762057583 84.89188329508478 84.89608486692367 84.87959506247499 84.80512242568798 84.80520789814867 84.81729493880641 84.73812289776697 84.7105629337866 84.68445527929039 84.62078648019435 84.61878492007062 84.62773745293342 84.60110506320746 84.58357331012819 84.58438248169611 84.57532566624795 84.58825782874956 84.51215808855892 84.43739548403063 84.42941336913546 84.42157019262478 84.41770116042474 84.40254660774602 84.3441267735588 84.3113695485188 84.24350678191426 84.09206820640438
86 88.09592056292448 87.8842030917599 87.70489992388588 87.52242118973501 87.44030200186306 87.38193206097344 87.27704202177236 87.21397696320105 87.17309648098257 87.17043613682475 87.12857820065202 87.03680564275035 87.04057878438417 87.00825237499154 86.93707168070355 86.88546181606165 86.88059428767883 86.90364714774871 86.93999549689525 86.88151452975242 86.80899428848285 86.78387617559852 86.78719962107556 86.77477326951485 86.72697154075935 86.72623044766723 86.64690603667324 86.61686753432568 86.60086094860931 86.55319160521137 86.58497574291596 86.55735991989724 86.59195880351939 86.59645281760211 86.49524314245386 86.41712639569965 86.38125295851165 86.39729888979633 86.340681123575 86.35543353745169 86.3451835570961 86.31662129176517 86.36070606729575 86.31451995699115 86.2097090122169 86.2286480414244 86.25908927748162 86.17656822181635 86.17968173147554 86.14637715716518 86.0835752659386 86.10499515423764 86.09265781612649 86.08753595039582 86.08227250637822 86.02759353158174 85.98673145666412 85.9945191736036 85.96339912036032 85.89082826356392 85.94444750882423 85.99731236713717 85.9307451927195 85.91478305832788 85.9385095537873 85.93583772890818 85.9416336866351 85.91248171881082 85.83379122106618 85.80739567989458 85.81878169012305 85.86042040973513 85.88879424637292 85.8931158631215 85.87615492140284 85.79955449499336 85.79964240952432 85.81207479420088 85.73064069484604 85.70229330332337 85.67543971584155 85.60995180819991 85.60789306064407 85.61710138016008 85.58970806501338 85.57167540470329 85.57250769545885 85.56319211385502 85.57649376671382 85.49821974823203 85.42132106928864 85.41311089396791 85.40504362669978 85.4010640507226 85.38547651082447 85.32538753851762 85.29169439276218 85.22189268996895 85.06612729801594
87 89.15414057856127 88.93654206653102 88.75225825510492 88.56471066722764 88.48031039080371 88.42031906266715 88.31251541126603 88.24769854551218 88.20568249434318 88.20294825173656 88.15992759511457 88.06560579949343 88.06948375061705 88.03625938540799 87.96310144961198 87.9100579776189 87.90505524011436 87.9287484574084 87.96610648292011 87.90600104446776 87.83146635205182 87.80565051380961 87.80906627721654 87.79629474922359 87.74716519466932 87.74640351565799 87.66487564880305 87.63400274361251 87.61755153051513 87.56855803868947 87.60122506910807 87.57284213989439 87.60840210361715 87.61302095142439 87.50899989641091 87.42871324002463 87.39184331847031 87.40833497006844 87.35014448811873 87.3653066912698 87.35477198923766 87.32541632764753 87.37072568027618 87.32325662246313 87.21553426255626 87.23499937590842 87.26628620185612 87.18147289464457 87.1846728906832 87.15044318930865 87.08589680110356 87.10791168629979 87.09523164435222 87.08996750457348 87.0845578537776 87.02836001857013 86.9863628860159 86.99436692842593 86.96238242925921 86.88779571532959 86.94290438406934 86.99723771066874 86.92882144807282 86.91241592105922 86.93680148583694 86.93405544360007 86.94001240015274 86.91005065544446 86.82917431054024 86.80204555989165 86.81374784818203 86.85654319889446 86.88570519766105 86.89014685931932 86.87271478033071 86.79398656429873 86.79407692090001 86.80685464959535 86.72315849192509 86.69402367286014 86.6664241523927 86.59911713620546 86.59700120121752 86.60646530738674 86.57831106681931 86.55977749927837 86.5606329092216 86.5510585614621 86.5647297046781 86.48428140790514 86.40524665454666 86.39680841880036 86.38851706077477 86.38442694102045 86.36840641390295 86.30664830347644 86.27201923700557 86.20027859802366 86.0401863896275
88 90.21236059419806 89.98888104130211 89.79961658632396 89.60700014472027 89.52031877974434 89.45870606436085 89.34798880075971 89.28142012782332 89.23826850770381 89.23546036664835 89.19127698957713 89.09440595623649 89.09838871684995 89.0642663958244 88.98913121852041 88.93465413917617 88.92951619254988 88.95384976706809 88.99221746894499 88.93048755918312 88.85393841562079 88.82742485202067 88.83093293335753 88.81781622893234 88.7673588485793 88.76657658364874 88.68284526093287 88.65113795289933 88.63424211242094 88.58392447216755 88.61747439530018 88.58832435989153 88.62484540371491 88.62958908524666 88.52275665036797 88.44030008434963 88.40243367842896 88.41937105034057 88.35960785266249 88.3751798450879 88.36436042137923 88.3342113635299 88.38074529325662 88.33199328793512 88.22135951289562 88.24135071039242 88.27348312623062 88.18637756747282 88.18966404989085 88.15450922145212 88.08821833626853 88.11082821836195 88.09780547257797 88.09239905875114 88.086843201177 88.02912650555851 87.98599431536769 87.99421468324826 87.96136573815811 87.88476316709524 87.94136125931445 87.99716305420034 87.92689770342614 87.91004878379056 87.93509341788658 87.93227315829198 87.93839111367038 87.9076195920781 87.8245574000143 87.79669543988874 87.80871400624099 87.85266598805376 87.88261614894918 87.88717785551714 87.86927463925856 87.7884186336041 87.78851143227568 87.80163450498982 87.71567628900415 87.6857540423969 87.65740858894385 87.588282464211 87.58610934179096 87.59582923461342 87.56691406862524 87.54787959385345 87.54875812298434 87.53892500906919 87.55296564264236 87.47034306757826 87.38917223980468 87.38050594363278 87.37199049484975 87.3677898313183 87.3513363169814 87.28790906843525 87.25234408124896 87.17866450607835 87.01424548123904
89 91.27058060983485 91.04122001607323 90.84697491754302 90.64928962221292 90.56032716868498 90.49709306605456 90.3834621902534 90.31514171013447 90.27085452106444 90.26797248156015 90.22262638403969 90.12320611297955 90.12729368308285 90.09227340624085 90.01516098742884 89.95925030073344 89.9539771449854 89.97895107672778 90.01832845496986 89.95497407389846 89.87641047918976 89.84919919023174 89.85279958949852 89.8393377086411 89.78755250248929 89.7867496516395 89.70081487306268 89.66827316218615 89.65093269432676 89.59929090564566 89.63372372149229 89.60380657988867 89.64128870381268 89.64615721906895 89.53651340432502 89.45188692867461 89.41302403838762 89.43040713061268 89.36907121720623 89.385052998906 89.37394885352079 89.34300639941227 89.39076490623705 89.34072995340709 89.22718476323499 89.24770204487645 89.2806800506051 89.19128224030104 89.1946552090985 89.15857525359559 89.09053987143349 89.1137447504241 89.10037930080371 89.0948306129288 89.08912854857638 89.02989299254688 88.98562574471947 88.99406243807059 88.96034904705701 88.8817306188609 88.93981813455957 88.99708839773191 88.92497395877945 88.90768164652188 88.93338534993623 88.93049087298387 88.93676982718802 88.90518852871173 88.81994048948835 88.7913453198858 88.80368016429998 88.84878877721306 88.87952710023733 88.88420885171496 88.86583449818642 88.78285070290947 88.78294594365136 88.79641436038429 88.70819408608321 88.67748441193365 88.64839302549501 88.57744779221656 88.57521748236441 88.58519316184008 88.55551707043116 88.53598168842855 88.53688333674708 88.52679145667628 88.54120158060664 88.45640472725137 88.3730978250627 88.36420346846523 88.35546392892475 88.35115272161615 88.33426622005986 88.26916983339407 88.23266892549236 88.15705041413304 87.98830457285061
